mean_rr,sdnn,rmssd,record,window_id,label
629.9252717391304,18.16620419323443,11.231176381691576,16265,0,Normal
629.4880319148937,17.999776697315905,12.512731288311048,16265,1,Normal
600.9247448979592,30.88259527021164,13.810679320049756,16265,2,Normal
615.0716145833334,21.498550208444186,12.586964772368717,16265,3,Normal
619.3484042553191,21.240203251280967,12.929936352360246,16265,4,Normal
605.5484693877551,20.465381364438826,14.745770381388184,16265,5,Normal
632.8125,34.0149124106523,18.042195912175803,16265,6,Normal
651.5625,49.476425362657984,25.122878062249992,16265,7,Normal
625.0,31.041525357858195,19.817869763335356,16265,8,Normal
617.67578125,28.545318889608502,15.288939212190051,16265,9,Normal
556.4563679245283,25.104876084130293,11.668562403213702,16265,10,Normal
524.6930803571429,17.88709036662255,9.769175490937158,16265,11,Normal
543.4027777777778,17.054585680892796,13.950682276038728,16265,12,Normal
586.5625,35.38432960012101,17.752202813154984,16265,13,Normal
544.9942129629629,24.19377750304164,12.235557765004206,16265,14,Normal
532.9241071428571,18.30493244068831,10.428497069873666,16265,15,Normal
485.14344262295083,16.41843797583619,7.342641760349836,16265,16,Normal
476.1844758064516,7.213342631734733,8.89075532367244,16265,17,Normal
491.9270833333333,35.34286888576518,12.784759655509859,16265,18,Normal
615.1928191489362,80.7965444025804,62.03119010784536,16265,19,Normal
671.3299418604652,87.97620347268658,70.53948151482936,16265,20,Normal
759.8157051282051,105.13945728654494,81.28873697028196,16265,21,Normal
701.4100609756098,43.016782851069166,26.40694340805558,16265,22,Normal
704.0550595238095,45.176390821371136,41.285813398276616,16265,23,Normal
671.1647727272727,27.002650368750537,25.469117827990168,16265,24,Normal
699.4047619047619,41.48857827911053,26.647550352454264,16265,25,Normal
713.9862804878048,22.621599394904013,16.618787020455194,16265,26,Normal
697.7306547619048,43.3806721626074,29.686497094741533,16265,27,Normal
711.1280487804878,72.29562361200601,40.613730408031344,16265,28,Normal
734.375,57.25022175175394,25.60735594874835,16265,29,Normal
692.8943452380952,42.67139042765796,22.46456177678903,16265,30,Normal
728.515625,39.13079966499375,21.413691271665545,16265,31,Normal
689.6802325581396,30.853479133725244,23.745496126834745,16265,32,Normal
692.1502976190476,44.39297937979602,24.705294220065465,16265,33,Normal
683.8662790697674,56.01708169288397,24.468874482746052,16265,34,Normal
695.4985119047619,23.714146998676934,21.689105602335665,16265,35,Normal
689.8619186046511,35.76308804104795,37.795678322411284,16265,36,Normal
709.4131097560976,66.56510125749739,27.39949674492216,16265,37,Normal
683.3212209302326,25.571947994552026,21.59821705397726,16265,38,Normal
675.1453488372093,23.662471517331937,15.437867500927402,16265,39,Normal
691.8604651162791,36.69428480408995,23.776076301935863,16265,40,Normal
695.8705357142857,26.32249199792579,17.16843454765382,16265,41,Normal
714.748475609756,31.91564090080538,22.97725182789491,16265,42,Normal
695.8705357142857,46.54499589662225,24.855479762776756,16265,43,Normal
706.935975609756,25.2489717242812,14.192111034831992,16265,44,Normal
685.8648255813954,20.187600934986698,12.174901913655932,16265,45,Normal
702.0089285714286,24.443408171094053,20.269948394774698,16265,46,Normal
690.1041666666666,35.04930271819607,21.585905465988343,16265,47,Normal
663.5416666666666,25.695617465716687,19.778267493812955,16265,48,Normal
690.4761904761905,33.31846567344851,27.526880224764604,16265,49,Normal
675.3270348837209,41.76013366870194,24.468874482746052,16265,50,Normal
717.9878048780488,60.41207772304794,21.07203743634559,16265,51,Normal
689.4985465116279,45.15035340790038,17.552271000127156,16265,52,Normal
695.3125,24.5873685146701,18.342237882787927,16265,53,Normal
699.4047619047619,42.83285108519123,24.554190085649235,16265,54,Normal
727.1484375,23.06920925232037,22.238283792272306,16265,55,Normal
720.4649390243902,34.70395003475217,22.166032748611105,16265,56,Normal
712.842987804878,29.22051725107862,22.60905645076216,16265,57,Normal
690.2901785714286,34.00356637629938,20.525385364464075,16265,58,Normal
685.1380813953489,34.67491406419998,17.469281074217108,16265,59,Normal
697.9166666666666,19.413085008407364,18.220090655814467,16265,60,Normal
665.3053977272727,43.43251732358377,21.90353205694843,16265,61,Normal
713.4146341463414,16.76829268292683,18.321936561810272,16265,62,Normal
694.5684523809524,26.783130662434996,11.445623031769212,16265,63,Normal
698.6607142857143,17.39783177245524,15.09189647383089,16265,64,Normal
702.9389880952381,20.492569465333645,13.911366043021326,16265,65,Normal
731.0546875,21.529604379692948,16.214828801961588,16265,66,Normal
715.7012195121952,34.461419950086274,21.923773750628563,16265,67,Normal
743.3894230769231,38.822921619793725,32.58359220659266,16265,68,Normal
704.985119047619,31.241141034549134,23.278167765358923,16265,69,Normal
672.2301136363636,30.20971553608504,18.146789228464787,16265,70,Normal
695.6845238095239,29.029778534076492,21.132882062517943,16265,71,Normal
710.5564024390244,13.90614503850529,15.86726250905461,16265,72,Normal
680.2325581395348,32.64489259657579,20.879784524408155,16265,73,Normal
713.2240853658536,41.99169437242445,29.30989294110011,16265,74,Normal
716.0823170731708,36.219308493411745,22.337466336712183,16265,75,Normal
710.3658536585366,25.904824631915414,26.378035962709582,16265,76,Normal
700.5208333333334,21.67657311303157,15.814400854608559,16265,77,Normal
682.4127906976744,17.90137781504884,16.919927516766112,16265,78,Normal
688.0580357142857,23.461846056897016,18.822901973912316,16265,79,Normal
726.7530487804878,26.309535966605498,26.0871997766625,16265,80,Normal
708.079268292683,17.320035145819112,13.189017981354791,16265,81,Normal
703.6830357142857,42.70219190640944,18.783316436986073,16265,82,Normal
699.9627976190476,34.31150808351324,15.287903341108393,16265,83,Normal
697.7306547619048,19.917176386131814,16.55034355991499,16265,84,Normal
702.7439024390244,20.774186998332844,17.33776642279074,16265,85,Normal
701.6369047619048,29.687406760803576,17.806882939764833,16265,86,Normal
692.5223214285714,67.46080186458029,29.936177665689176,16265,87,Normal
757.411858974359,44.8950403388279,32.82913895168758,16265,88,Normal
737.3046875,26.875880027379452,20.441528066941043,16265,89,Normal
756.3733552631579,59.22373128063968,30.529057173874133,16265,90,Normal
706.6592261904761,54.02453112467062,22.988587024524723,16265,91,Normal
710.5564024390244,18.49992174545727,14.299222826346194,16265,92,Normal
720.0838414634146,17.840495275526564,15.819106821341084,16265,93,Normal
